Identifier,,Progress,,,,,,,,,Deal Info,,,,,,,,,Sources,,,,,,,,,,FDI MARKETS DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal ID,Present in '22?,Reviewer,Review Date,Review Status,Analyst,Analyst (after 10/15/2025),Checked Date,Confidence Status,Duplicate Pair ID (Original),Comments (changes made),Deal Status,Amount - Announced (Million USD),Amount - Completed (Million USD),Estimated (Y),CN Deal Stake (%),Date [MM/DD/YYYY] - Announced,Date [MM/DD/YYYY] - Completed,BU Sector,BU Sub-sector,Source (Deal Status),Source (Amount - Announced),Source (Amount - Completed),Source (Deal Stake %),Source (Date [MM/DD/YYYY] - Announced),Source (Date [MM/DD/YYYY] - Completed),Source (BU Sector),Other/General Sources,Subregion,Year (Announced),Project date,FDI Project ID,Investing company,Parent company,Parent company ID,Source country,Source state,Source city,Region,Destination,Relocation from,Industry sector,Sub-sector,Cluster,Industry activity,Jobs created,Estimated,Capital Investment (US$m),Estimated,Project type,Project status,Motive description,Markets served,Joint venture companies,Source,Contact name (1),Position (1),Email (1),Telephone (1),Contact name (2),Position (2),Email (2),Telephone (2),Contact name (3),Position (3),Email (3),Telephone (3)
1047,,,,,Alif,,02/27/2025,High,,Construction smelter with the final product being nickel pig iron (NPI),Announced,140,,Yes,,01/19/2015,,Energy,Mining,https://industri.kontan.co.id/news/zhongning-mining-bangun-pabrik-npi-di-bantaeng,https://finance.detik.com/industri/d-2669413/bantaeng-sukses-gaet-investor-ini-tips-dari-sang-bupati?,,,https://industri.kontan.co.id/news/zhongning-mining-bangun-pabrik-npi-di-bantaeng,,https://industri.kontan.co.id/news/zhongning-mining-bangun-pabrik-npi-di-bantaeng,,Southeast Asia,2015,1/1/2015,,Zhong Ning Mining,Zhong Ning Mining,,China,Ningxia,Yinchuan,Asia,Indonesia,,Metals,Iron & steel mills & ferroalloy,Physical Sciences,Manufacturing,466,Yes,300,No,New,,,,,,Emir Yusuf,Director,,,,,,,,,,
1048,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,8/1/2014,,Lifan International (Trading),Chongqing Lifan Industry,,China,Chongqing Municipality,Chongqing,Europe,Russian Federation,,,Automotive OEM,Automobiles,Transport Equipment,Manufacturing,1500,No,300,No,New,,,,,,Mou Gang,President,,,,,,,,,
1049,,,,,Alif,,06/04/2025,High,,"Project in the Long An Province's Thuan Dao Industrial Park to dye 20,000 tonnes of cotton and produce 30,000 tonnes of yarn annually. Information about completion date is not available.",Announced,136,,No,,01/13/2015,,Industry & Trade/Ser,Textiles,https://vir.com.vn/hk-pushes-aside-giants-becomes-second-largest-investor-in-viet-nam-32652.html,https://vir.com.vn/hk-pushes-aside-giants-becomes-second-largest-investor-in-viet-nam-32652.html,,,https://vir.com.vn/hk-pushes-aside-giants-becomes-second-largest-investor-in-viet-nam-32652.html,,https://vir.com.vn/hk-pushes-aside-giants-becomes-second-largest-investor-in-viet-nam-32652.html,,Southeast Asia,2015,12/1/2013,,Hong Kong Huafu Company,Huafu Top Dyed Melange Yarn,,China,Guangdong,Shenzhen,Asia,Vietnam,,Textiles,Textiles & Textile Mills,"Wood, Apparel & Related Products",Manufacturing,3000,No,300,No,New,,,,,,,,,,,,,,,,,
1050,,,,,Alif,,06/04/2025,Duplicate,1049,,,,,,,,,,,,,,,,,,,Southeast Asia,,12/1/2013,,Hong Kong Huafu Company,Huafu Top Dyed Melange Yarn,,China,Guangdong,Shenzhen,Asia,Vietnam,,Textiles,Textiles & Textile Mills,"Wood, Apparel & Related Products",Manufacturing,3000,No,300,No,New,,,,,,,,,,,,,,,,,
1051,,TR,9/1/2025,ok,Zaky,,03/14/2025,Medium,,"The production already started in 2012, but halted in 2014 due to security concerns and challenges in establishing infrastructure and emain suspended in 2021 because of Taliban",Suspended,400,,No,,12/28/2011,,Energy,Oil and Gas,http://tolonews.com/business/amu-darya-basin-oil-extraction-operation-halted,https://www.reuters.com/article/afghanistan-cnpc-idUSL3E7NS3PR20111228/,,,https://www.reuters.com/article/afghanistan-cnpc-idUSL3E7NS3PR20111228/,,https://www.reuters.com/article/afghanistan-cnpc-idUSL3E7NS3PR20111228/,,South Asia,2011,9/1/2011,,China National Petroleum (CNPC),China National Petroleum (CNPC),,China,Beijing Municipality,Beijing,Asia,Afghanistan,,,"Coal, Oil and Natural Gas",Petroleum refineries,Energy,Manufacturing,196,Yes,300,No,New,,,,,,,,,,,,,,,,
1052,,TR,9/19/2025,ok,Naufal,,03/01/2025,Irrelevant,,hydroelectric dam. Company withdrew from cambodia since 2011,Cancelled,,,,,,,,,"https://earthrights.org/what-we-do/mega-projects/cheay-areng-dam/#:~:text=In%20February%202017%2C%20the%20Cambodian,through%20the%20Cardamom%20Protected%20Forest.; https://www.scmp.com/article/977985/controversial-chinese-projects-cambodia-bow-public-pressure ; https://data.opendevelopmentmekong.net/dataset/1fdab9e7-7336-47d8-bff9-8e8e2a8165e8/resource/edf39397-c34a-4055-b1db-0a2be9aaf3a7/download/case_study_china_investments_in_cambodia.pdf",,,,,,,,Southeast Asia,,2/1/2009,,China Southern Power Grid,China Southern Power Grid,,China,Guangdong,Guangzhou,Asia,Cambodia,,Alternative/Renewable energy,Hydroelectric power,Environmental Technology,Electricity,33,Yes,300,No,New,,,,,,Fu Zhiping,Director,,,,,,,,,,
1053,,,,,Alif,,06/04/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,9/1/2008,,Khai De International Group,Khai De International Group,,China,Not Specified,Not Specified,Asia,Vietnam,,,Real Estate,Real estate services,Construction,Construction,1711,Yes,300,No,New,,"""We picked Hai Phong as our investment destination because of its great potential. This city shows rapid economic development,"" said Lam Bach, Khai De's strategy supervisor.--- ""Hai Phong, close to Hanoi and Quang Ninh, has a strategic location in the country's northern economic triangle. In addition, Hai Phong is an attractive destination for industrial projects. Therefore, there will be a huge demand on residents, especially luxury apartments,"" said Bach.",,,,Lam Bach,Strategy Supervisor,,,,,,,,,
1054,,TR,8/28/2025,ok,Pocut,,02/28/2025,Low,,No recent information on the establishment of cement plant. Latest info was in 2008.,Announced,275,,No,,08/10/2008,,Industry & Trade/Ser,Manufacturing,https://www.philstar.com/headlines/2008/08/10/78366/palace-defends-gma-witnessing-mining-deal-signing-china,https://www.philstar.com/headlines/2008/08/10/78366/palace-defends-gma-witnessing-mining-deal-signing-china,,,https://www.philstar.com/headlines/2008/08/10/78366/palace-defends-gma-witnessing-mining-deal-signing-china,,,,Southeast Asia,2008,8/1/2008,,Fujian Longlin Group,Fujian Longlin Group,,China,Not Specified,Not Specified,Asia,Philippines,,,Building & Construction Materials,Cement & concrete products,Construction,Manufacturing,1191,Yes,300,No,New,,,,,,,,,,,,,,,,
1055,,TR,9/1/2025,ok,Zaky,,03/01/2025,Low,,"Information just stated cooperation between CNEC and Engro Asahi Polymer Inc as one of the point in joint statement between two countries. But, there is no update information about that",Unknown,,,,,11/25/2006,,Industry & Trade/Ser,Manufacturing,,,,,https://pk.china-embassy.gov.cn/eng/zbgx/200611/t20061125_1131625.htm,,https://pk.china-embassy.gov.cn/eng/zbgx/200611/t20061125_1131625.htm,,South Asia,2006,8/1/2005,,China Chemical Engineering (CNCEC),China National Chemical Equipment (CNCEC),,China,Beijing Municipality,Beijing,Asia,Pakistan,,,Chemicals,"Pesticide, fertilisers & other agricultural chemicals","Food, Beverages & Tobacco",Manufacturing,656,Yes,300,No,New,,,,,,,,,,,,,,,,
1056,,TR,8/28/2025,ok,Pocut,,02/28/2025,Low,,No recent information on the establishment of Glass manufacturing facility. Latest info was in 2005.,Announced,312,,No,,06/09/2006,,Industry & Trade/Ser,Manufacturing,https://www.glassonweb.com/news/chinese-glass-maker-invests-312m,https://www.glassonweb.com/news/chinese-glass-maker-invests-312m,,,https://www.glassonweb.com/news/chinese-glass-maker-invests-312m,,,,Southeast Asia,2006,3/1/2005,,Hebei Jingniu Group,Hebei Jingniu Group,,China,Not Specified,Not Specified,Asia,Philippines,,,Ceramics & Glass,Glass & glass products,Construction,Manufacturing,2443,Yes,300,No,New,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,2/1/2004,,China Petroleum and Chemical (Sinopec),China Petroleum and Chemical (Sinopec),,China,Beijing Municipality,Beijing,Asia,Saudi Arabia,,,"Coal, Oil and Natural Gas",Oil & gas extraction,Energy,Extraction,125,Yes,300,No,New,,,,,,,,,,,,,,,,
1058,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,11/1/2003,,China National Petroleum (CNPC),China National Petroleum (CNPC),,China,Beijing Municipality,Beijing,Europe,Russian Federation,,,Real Estate,Commercial & institutional building construction,Construction,Construction,2915,Yes,300,No,New,,,,,,,,,,,,,,,,
1059,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,1/1/2013,,Sichuan Honghua Petroleum Equipment,Honghua Group,,China,Sichuan,Chengdu,Europe,Russian Federation,,"Industrial Machinery, Equipment & Tools","Agriculture, construction, & mining machinery",Energy,Manufacturing,1100,Yes,299.2,No,New,,,,,,,,,,,,,,,,,
1060,,TR,9/20/2025,ok,Naufal,,03/01/2025,High,,Oppo first India factory. Completed in 2016. Conversion rate: 1 INR=0.014736 USD,Completed,14,,Yes,,01/29/2016,,Industry & Trade/Ser,Manufacturing,https://sundayguardianlive.com/business/oppo-wants-make-india-global-export-hub,https://timesofindia.indiatimes.com/tech-news/oppo-to-invest-rs-100-crore-in-starting-manufacturing-plant-in-india/articleshow/50767972.cms,https://timesofindia.indiatimes.com/tech-news/oppo-to-invest-rs-100-crore-in-starting-manufacturing-plant-in-india/articleshow/50767972.cms,,https://timesofindia.indiatimes.com/tech-news/oppo-to-invest-rs-100-crore-in-starting-manufacturing-plant-in-india/articleshow/50767972.cms,,https://timesofindia.indiatimes.com/tech-news/oppo-to-invest-rs-100-crore-in-starting-manufacturing-plant-in-india/articleshow/50767972.cms,,South Asia,2016,1/1/2016,,Oppo Electronics,BBK Electronics,,China,Guangdong,Dongguan,Asia,India,,Communications,Communications equipment,ICT & Electronics,Manufacturing,3000,Yes,293.3,No,New,,"""We expect to grow our business volume significantly. We have sold 40 million handsets in China so far and expect India business to grow similarly,"" said Sky Li, president, Oppo India.",,,,Sky Li,"President, Oppo India",,,,,,,,,,
1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,6/1/2015,,GI Technologies (Beijing),GI Technologies (Beijing),,China,Beijing Municipality,Beijing,Asia,Tajikistan,,,"Coal, Oil and Natural Gas",Petroleum refineries,Energy,Manufacturing,189,Yes,288.7,No,New,,,,,,,,,,,,,,,,
1062,,TR,9/1/2025,ok,Zaky,,03/01/2025,Unknown,,"There is no specific information, but regarding the news, Zong already invest USD 3 billion in Telcom and 2 billion in infrastructure",,,,,,,,,,,,,,,,,https://www.brecorder.com/news/560710,South Asia,,2/1/2019,,China Mobile Pakistan (Zong),China Mobile Communications,,China,Beijing Municipality,Beijing,Asia,Pakistan,,Communications,Wireless telecommunication carriers,ICT & Electronics,ICT & Internet Infrastructure,83,Yes,288,Yes,New,Announced,,,,https://www.zong.com.pk/about-zong/zong-press-release,,,,,,,,,,,,
1063,,TR,9/21/2025,ok,Naufal,,03/02/2025,Irrelevant,,Only expressed interest but no indication of planned investment,Unknown,,,,,,,,,,,,,,,,,South Asia,,12/1/2012,,Great Wall Motors (GWM),Great Wall Motors (GWM),,China,Hebei,Baoding,Asia,India,,Automotive OEM,Light trucks & utility vehicles,Transport Equipment,Manufacturing,1625,Yes,286.8,No,New,,,,,,,,,,,,,,,,,
1064,,TR,9/22/2025,ok,Naufal,,03/02/2025,Medium,,Automotive factory joint venture set up,Announced,,,,,05/02/2025,,Automotive,Automotive,https://economictimes.indiatimes.com/industry/renewables/jsw-mg-motor-to-invest-rs-3000-cr-in-india-by-2025-to-launch-cloud-ev-this-festive-season/articleshow/111813064.cms?from=mdr,"https://www.newindianexpress.com/business/2018/Mar/20/mg-motor-india-to-invest-rs-5000-crore-in-two-phases-1789703.html#:~:text=MG%20Motor%20India%2C%20a%20wholly%2Downed%20arm%20of,Rs%205000%20crore%20in%20the%20next%20five",,,"https://www.newindianexpress.com/business/2018/Mar/20/mg-motor-india-to-invest-rs-5000-crore-in-two-phases-1789703.html#:~:text=MG%20Motor%20India%2C%20a%20wholly%2Downed%20arm%20of,Rs%205000%20crore%20in%20the%20next%20five",,"https://www.newindianexpress.com/business/2018/Mar/20/mg-motor-india-to-invest-rs-5000-crore-in-two-phases-1789703.html#:~:text=MG%20Motor%20India%2C%20a%20wholly%2Downed%20arm%20of,Rs%205000%20crore%20in%20the%20next%20five",,South Asia,2025,5/1/2018,,MG Motor UK,Shanghai Automotive Industry Corporation (SAIC),,China,Shanghai Municipality,Shanghai,Asia,India,,Real estate,Industrial building construction,Transport Equipment,Construction,1259,Yes,286.3,Yes,New,Announced,,,,https://economictimes.indiatimes.com/industry/auto/news/passenger-vehicle/cars/mg-motor-india-to-invest-rs-5000-cr-over-5-6-years/articleshow/63367783.cms,,,,,,,,,,,,
1065,,TR,8/28/2025,ok,Pocut,,02/28/2025,High,,"Wanda Boto invest Rm 1.2 billion ($267 million) to set up a tyre factory in Lipat Kajang, near the town of Jasin, some 100 miles southeast of Kuala Lumpur. Conversion rate 1 USD=4.490959 MYR. No recent information on the Tyre Plant.",Announced,267,,Yes,,04/11/2017,,Industry & Trade/Ser,Manufacturing,https://www.tyrepress.com/2017/05/wanda-boto-to-build-tyre-plant-in-malaysia/,https://www.tyrepress.com/2017/05/wanda-boto-to-build-tyre-plant-in-malaysia/,,,https://www.tyrepress.com/2017/05/wanda-boto-to-build-tyre-plant-in-malaysia/,,,,Southeast Asia,2017,5/1/2017,,Shandong Wanda Boto Tyre,Yutian Wanda Rubber Products,,China,Hebei,Tangshan,Asia,Malaysia,,Rubber,Tyres,Transport Equipment,Manufacturing,999,Yes,285,No,New,,,,,,,,,,,,,,,,,
1066,,,,,Alif,,03/27/2025,Medium,,Establish a tire plant in Thailand in country's rubber industrial zone. Investment amount information and date completion is unavailable.,Announced,,,,,05/01/2016,,Automotive,Automotive,https://www.techsciresearch.com/news/1485-shanghai-huayi-group-co-to-set-up-a-tire-plant-in-thailand.html,https://www.techsciresearch.com/news/1485-shanghai-huayi-group-co-to-set-up-a-tire-plant-in-thailand.html,,,https://www.techsciresearch.com/news/1485-shanghai-huayi-group-co-to-set-up-a-tire-plant-in-thailand.html,,https://www.techsciresearch.com/news/1485-shanghai-huayi-group-co-to-set-up-a-tire-plant-in-thailand.html,,Southeast Asia,2016,7/1/2016,,Shanghai Huayi,Shanghai Huayi,,China,Shanghai Municipality,Shanghai,Asia,Thailand,,,Rubber,Tyres,Transport Equipment,Manufacturing,800,No,285,No,New,,,,,,,,,,,,,,,,
1067,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,3/1/2018,,China National Nuclear Corporation,China National Nuclear Corporation,,China,Beijing Municipality,Beijing,Europe,Russian Federation,,Metals,Other metal ore mining,Physical Sciences,Extraction,1236,Yes,283,No,New,Announced,,,"Rosatom, China National Nuclear Corporation",http://tass.com/pressreview/993663,,,,,,,,,,,,
1068,,NC,07/08/2025,Ok,Naufal,,03/02/2025,Low,,An Mou for renewable projects commitment. no details or progress given hence considered as low confidence,Unknown,2000,,No,,11/28/2016,,Energy,,https://energy.economictimes.indiatimes.com/news/power/chinas-sany-group-to-invest-2-bn-over-5-years-in-gujarats-energy-and-infrastructure-sectors/55672884,https://energy.economictimes.indiatimes.com/news/power/chinas-sany-group-to-invest-2-bn-over-5-years-in-gujarats-energy-and-infrastructure-sectors/55672884,,,https://energy.economictimes.indiatimes.com/news/power/chinas-sany-group-to-invest-2-bn-over-5-years-in-gujarats-energy-and-infrastructure-sectors/55672884,,https://energy.economictimes.indiatimes.com/news/power/chinas-sany-group-to-invest-2-bn-over-5-years-in-gujarats-energy-and-infrastructure-sectors/55672884,,South Asia,2016,11/1/2016,,Sany,Sany,,China,Hunan,Changsha,Asia,India,,Real Estate,Commercial & institutional building construction,Construction,Construction,1356,Yes,281.6,Yes,New,,,,,,Liang Wengen,"Chairperson, Sany Heavy Industry",,,,,,,,,,
1069,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,1/1/2010,,Kefeng,Kefeng,,China,Zhejiang,Taizhou,Europe,Russian Federation,,Real Estate,Industrial building construction,Construction,Construction,2736,Yes,281.6,No,New,,,,,,,,,,,,,,,,,
1070,,TR,8/26/2025,ok,Naufal,,03/02/2025,Unknown,,No related information regarding the company or its operation in India is found,Unknown,,,,,,,,,,,,,,,,,South Asia,,5/1/2016,,Weihua Group,Weihua Group,,China,Henan,Not Specified,Asia,India,,Metals,Iron & steel mills & ferroalloy,Physical Sciences,Manufacturing,305,Yes,280.3,Yes,New,,,,,,,,,,,,,,,,,
1071,,TR,8/27/2025,ok,Naufal,,03/02/2025,High,,Smartphone parts manufacturing plant,Announced,278,,No,,11/25/2025,,Industry & Trade/Ser,Manufacturing,https://www.reuters.com/article/technology/apple-supplier-salcomp-to-invest-279-million-in-new-indian-plant-idUSKBN1XZ0ZR/,https://www.reuters.com/article/technology/apple-supplier-salcomp-to-invest-279-million-in-new-indian-plant-idUSKBN1XZ0ZR/,,,https://www.reuters.com/article/technology/apple-supplier-salcomp-to-invest-279-million-in-new-indian-plant-idUSKBN1XZ0ZR/,,https://www.reuters.com/article/technology/apple-supplier-salcomp-to-invest-279-million-in-new-indian-plant-idUSKBN1XZ0ZR/,,South Asia,2025,11/1/2019,,Salcomp,Lingyi iTech (Guangdong),,China,Guangdong,Jiangmen,Asia,India,,Electronic components,Electrical equipment,ICT & Electronics,Manufacturing,2569,Yes,279.4,No,New,Announced,,,,https://www.nasdaq.com/articles/apple-supplier-salcomp-to-invest-%24279-mln-in-new-indian-plant-2019-11-25,,,,,,,,,,,,
1072,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,7/1/2003,,Heilongjiang Star Paper,Heilongjiang Star Paper,,China,Not Specified,Not Specified,Europe,Russian Federation,,,Wood Products,Wood products,"Wood, Apparel & Related Products",Manufacturing,904,Yes,278,No,New,,,,,,,,,,,,,,,,
1073,,TR,8/28/2025,ok,Naufal,,03/02/2025,High,,Smartphone parts manufacturing plant. Conversion rate: 1 INR=0.013889 USD,Announced,555,,Yes,,12/06/2018,,Industry & Trade/Ser,Manufacturing,"https://www.vivo.com/in/about-vivo/news/vivo-investment#:~:text=New%20Delhi%2C12th%20December%2C%202018,%27Make%20in%20India%27%20initiative.","https://www.vivo.com/in/about-vivo/news/vivo-investment#:~:text=New%20Delhi%2C12th%20December%2C%202018,%27Make%20in%20India%27%20initiative.",,,"https://www.vivo.com/in/about-vivo/news/vivo-investment#:~:text=New%20Delhi%2C12th%20December%2C%202018,%27Make%20in%20India%27%20initiative.",,"https://www.vivo.com/in/about-vivo/news/vivo-investment#:~:text=New%20Delhi%2C12th%20December%2C%202018,%27Make%20in%20India%27%20initiative.",,South Asia,2018,11/1/2018,,Vivo Electronics,BBK Electronics,,China,Guangdong,Dongguan,Asia,India,,Communications,Communications equipment,ICT & Electronics,Manufacturing,5000,No,276.2,Yes,Expansion,Opened,,,,https://economictimes.indiatimes.com/tech/hardware/vivo-expands-india-mobile-production-capacity-to-33-4-mn-units-per-year/articleshow/71939051.cms?from=mdr,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,8/1/2017,,Sany,Sany,,China,Hunan,Changsha,Asia,Kazakhstan,,Alternative/Renewable energy,Wind electric power,Environmental Technology,Electricity,24,Yes,271.9,Yes,New,,,,,,Ryan Zhao,Representative,,,,,,,,,,
1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,12/1/2015,,China Petroleum and Chemical (Sinopec),China Petroleum and Chemical (Sinopec),,China,Beijing Municipality,Beijing,Asia,Kazakhstan,,,Alternative/Renewable energy,Other electric power generation (Alternative/Renewable Energy),Environmental Technology,Electricity,24,Yes,271.9,Yes,New,,,,,,,,,,,,,,,,
1076,,TR,8/29/2025,ok,Naufal,,03/02/2025,Unknown,,Changed to Lao People's Democratic Republic; Insufficient information as no information regarding a particular project within the time period specified operated by China Three Gorges Dam Corporation,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,10/1/2015,,China Three Gorges Corporation,China Three Gorges Corporation,,China,Beijing Municipality,Beijing,Asia,Lao People's Democratic Republic,,,Alternative/Renewable energy,Hydroelectric power,Environmental Technology,Electricity,24,Yes,271.9,Yes,New,,,,,,Wang Lin,President,,,,,,,,,
